,Kingdom,Phylum,Class,Order,Family,Genus,Species
2a1759be8dcbed9324274a7c2c52d30d,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, g__Prevotella
1674e324c2a5468e18c7dcbaf186fbcd,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales_595427, f__Burkholderiaceae_A_595427, g__Mesosutterella, g__Mesosutterella
6b52f3abc1e7bdc328c28482d10ad077,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__Ruminococcus_E, g__Ruminococcus_E
d3d6677c6ced405a81e1ce56a479bac8,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__CAG-138, g__PeH17, s__PeH17 sp900542285
907b4d083120f68738c40f24cdeb5ca4,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Cellulosilyticaceae, g__Cellulosilyticum, s__Cellulosilyticum ruminicola
6f05ba9d9bd27bb9d8748e036563c0c6,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales_A_737866, f__Pasteurellaceae, f__Pasteurellaceae, f__Pasteurellaceae
83892e395728b492acddb1f0086b5ca0,d__Bacteria, p__Actinobacteriota, c__Actinomycetia, o__Actinomycetales, f__Bifidobacteriaceae, g__Bifidobacterium_388775, g__Bifidobacterium_388775
3864b0dae0566998e24979b8166424f7,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, g__CAG-793, g__CAG-793
b6b61068ccc8902684b801017a0eb368,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Ruthenibacterium, g__Ruthenibacterium
c505b5411b57ca2293ef2d105c0d6101,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, f__CAG-508, f__CAG-508
9d583502f595e3a521989b645d50e327,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, g__Alistipes_A_871400, s__Alistipes_A_871400 dispar
96fdad377abc174b5a601d76e8d290e2,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella pectinovora
846ae09190a3538212c9417dd000bdab,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Phocaeicola_A_858004, g__Phocaeicola_A_858004
23ee6710b95a84be74cd782b6aa7a642,d__Bacteria, p__Firmicutes_C, c__Negativicutes, o__Selenomonadales, f__Selenomonadaceae_42771, f__Selenomonadaceae_42771, f__Selenomonadaceae_42771
1a6d75fb5e6a5fa2871d39f869883860,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Acetatifactor, s__Acetatifactor muris
4f60c2b7c85fe7a5830f4ba4c3e96924,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RFN20, f__CAG-288, g__Scatoplasma, g__Scatoplasma
3bd95d837b11f9e007e627cb160a9443,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, g__CAG-273, s__CAG-273 sp003507395
3c4d23c6d44dc1e5b4ba0a974c40dc82,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter_865974, s__Odoribacter splanchnicus
b73dfbea02dfca1e4ab401e53fc31ab5,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__CAG-138, g__PeH17, s__PeH17 sp900542285
c5619065fbb2332fe286b698e6b6c58d,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Enterocloster, g__Enterocloster
a38b535a14861d5fbc71a448d10c0694,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, g__CAG-273, g__CAG-273
67a6030a315bc16ac881f0e5eb1b180f,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Roseburia, s__Roseburia inulinivorans
12a4f78eb7b3c8812a6af24830e1d17e,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, f__Lachnospiraceae, f__Lachnospiraceae
6d4505bec976e892f47d7526e574fbfb,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Mediterraneibacter_A_155507, s__Mediterraneibacter_A_155507 lactaris
5dd49480f3f3c337e4dc6e0cc14b1608,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Paraprevotella, s__Paraprevotella xylaniphila
a30ab1c9eae01124ba7e2cf4c3742d00,d__Bacteria, p__Campylobacterota, c__Campylobacteria, o__Campylobacterales, f__Helicobacteraceae, f__Helicobacteraceae, f__Helicobacteraceae
3b34f0788fef5fb9a2dc89e7073a0498,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, g__Prevotella
e33261235fb996032848ee6505a55c86,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Soleaferrea, s__Soleaferrea massiliensis
4a912a84a69ab4254ebef30c58adb87e,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella copri
c4004d79172db0d683b18799106a8288,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__UBA1381, f__UBA1381, g__CAG-41, g__CAG-41
b8ee1e9badecc50f91e583d1ecab74c3,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella sp002251435
cd0cfedf6eb70a372d3c3f0d0879be1f,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__UBA644, g__UBA644, s__UBA644 sp002299265
8ca6f56c23d3e525814ee012ee5708cf,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella hominis
6c7e2cfd1953e79718943adc7549e345,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Agathobacter_164117, s__Agathobacter rectalis
cf7e83e75f2955dd3ca000f335736eaa,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales_A_737866, f__Succinivibrionaceae, g__Succinivibrio, s__Succinivibrio hippei_A
636c49f789e4069d205fa21863555894,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__Erysipelotrichales, f__Coprobacillaceae, g__Catenibacterium, g__Catenibacterium
84679b7045ab72c78771a5c4f24d8686,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__CAG-964, s__CAG-964 sp000435335
f4c2587bbaa6e03cd0452af030d28bb5,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella bivia
6388b425353a3d02fd798784b9f452ba,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, f__CAG-508, f__CAG-508
7b703e664f12cd0ee24edc9206a66e33,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, f__CAG-508, f__CAG-508
a6f16fe92f1ea4eca1c9feb57449fb91,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Pygmaiobacter, g__Pygmaiobacter
ad7e9f7975d5fa67e05a8b76366d8c8e,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella hominis
41eb54d653982ba69bf29c37c953822c,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__CAG-272, g__QALR01, s__QALR01 sp900552255
fe018d165fa17d47f00de9ef08f4f7b4,d__Bacteria, p__Cyanobacteria, c__Vampirovibrionia, o__Gastranaerophilales, f__Gastranaerophilaceae, g__Zag111, s__Zag111 sp001899395
c62d2dd65463fcc2090b3ecab0f6dac5,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella copri
746b29cd5764d0211cdc52854bf83baf,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Agathobacter_164117, s__Agathobacter rectalis
2f203807db1d933edf839eee3a467f71,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Paraprevotella, s__Paraprevotella clara
08b9a971dda3156203ef39f54c6574f8,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides_H, s__Bacteroides_H xylanisolvens
5f80071e4d22810678fa8f2b7f8bfd18,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Faecousia, s__Faecousia sp000434635
ab05f56a52aeff9924df7e1e83cc946c,d__Bacteria, p__Verrucomicrobiota, c__Lentisphaeria, o__Victivallales, f__UBA1829, g__UBA1732, g__UBA1732
e0b2a735a04f5d4f5b0026fb39e0c368,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Faecousia, s__Faecousia sp000434635
c1157f35876e636fed20569ac421fb43,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__UBA6398, s__UBA6398 sp002451695
a24860c30589a76576a0296b82e7e21e,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__CAG-95, s__CAG-95 sp900066375
4b28de43c256105fe5e7da896a80aad6,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Barnesiellaceae, g__Barnesiella, s__Barnesiella intestinihominis
7f96527a16227a4a471322c11d77110a,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales_A_737866, f__Succinivibrionaceae, g__WG-1, s__WG-1 sp000222855
2443507f55a9ebce36ebcf2da7929c75,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, f__CAG-508, f__CAG-508
8b5f9596587bd94e3f0ec646fdca53ec,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Alloprevotella, s__Alloprevotella timonensis
e59d398e35a3f13a4638aa3270c21e5e,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Ruminococcus_C_58660, g__Ruminococcus_C_58660
bd5a83dc724ad96e658977cc1b816700,d__Bacteria, p__Firmicutes_G, c__SHA-98, o__DTU014, f__DTU014, g__DTU014, g__DTU014
73f707d60c91d7ef7ae1243d83284d0e,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, f__Bacteroidaceae, f__Bacteroidaceae
05e376037a4d9db725e070cd47dade4d,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__Acholeplasmatales, f__Anaeroplasmataceae, g__CAG-307, g__CAG-307
e604ce3f372b6dd79d528a0ce993dbd1,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Alloprevotella, s__Alloprevotella timonensis
bb4cc03ab1c02f7934f8f50dbefabecc,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella sp003447235
6851a4ee264b56be2fff4686ce269907,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Anaerobutyricum, g__Anaerobutyricum
853619529d18620bc6ff5b82bed0d3c3,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__CAG-314, g__CAG-314, s__CAG-314 sp900551395
caea322863a57bb2b14c7317fa120dc4,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Eisenbergiella, g__Eisenbergiella
cacd918bd90277512213f9fe5c8f0d9d,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, g__CAG-269, s__CAG-269 sp000431335
f3066518d13bbe2cdf5b952bd5bf4949,d__Bacteria, p__Firmicutes_C, c__Negativicutes, o__Veillonellales, f__Veillonellaceae, g__Veillonella_A, g__Veillonella_A
ace17442c4063d761594d8b5e0fa2b91,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__Onthocola_B, s__Onthocola_B sp000437355
ef42d816b6ce454b4898816879cc9f75,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella sp002251435
d5e95cf12a309c54ce0a6a504fdc2e92,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella copri
3d3226cd93c2d5dc97318255e01d04a0,d__Bacteria,d__Bacteria,d__Bacteria,d__Bacteria,d__Bacteria,d__Bacteria,d__Bacteria
7a27c5cd9dd74ade0c0959b871261e9e,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales_595427, f__Burkholderiaceae_A_595427, g__Duodenibacillus, s__Duodenibacillus intestinigallinarum
873de704d352b0d88c9898a59d63007f,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Paludibacteraceae, g__UPXZ01, s__UPXZ01 sp900498215
7b2cdd58d890f6fe52d8742269c67cf7,d__Bacteria, p__Spirochaetota, c__Spirochaetia, o__Treponematales, f__Treponemataceae, g__Treponema_D, s__Treponema_D berlinense
cf4fd144c6ff32f48d97df9157de139b,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Oribacterium, s__Oribacterium sp000513555
1c92a824a7175bfa391d51adee3b18fa,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella copri
e502ebea2a54a6f839d310d6d57e7d47,d__Bacteria, p__Fusobacteriota, c__Fusobacteriia, o__Fusobacteriales_993521, f__Fusobacteriaceae_993521, g__Fusobacterium_C, g__Fusobacterium_C
c08c41c826072dc8bb892e9305ac1a7b,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Gemmiger_A_73129, g__Gemmiger_A_73129
4cdc5b820b31c7b2c0720f917d9cd3f7,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, o__Christensenellales, o__Christensenellales, o__Christensenellales
7d73fd98bd44e81e80c5871a9e64091a,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Muribaculaceae, g__UBA3263, s__UBA3263 sp001689615
d1808b643dff551b6a40c535d0f4b0a6,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Peptostreptococcales, f__Peptostreptococcaceae_256921, f__Peptostreptococcaceae_256921, f__Peptostreptococcaceae_256921
28084147c131c1b98e0ae7b985ebe8fc,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Faecousia, s__Faecousia sp000434635
73e2ac7f6930f85f303c22f12c8ddc62,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, f__CAG-508, f__CAG-508
d009150e3b72d9252b38104382804f72,d__Bacteria, p__Cyanobacteria, c__Vampirovibrionia, o__Gastranaerophilales, f__Gastranaerophilaceae, g__CAG-196, s__CAG-196 sp002102975
4322264ef4e7ce0e9722a9a04c5f4f42,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__UBA5026, g__UBA5026
e14adf9e896327650fff497d506288ea,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Lachnospira, s__Lachnospira eligens
9f1c7313b24bc98241173ae7db699bd0,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, f__Lachnospiraceae, f__Lachnospiraceae
85e19000210bfe0792964e9a5fe77504,d__Bacteria,d__Bacteria,d__Bacteria,d__Bacteria,d__Bacteria,d__Bacteria,d__Bacteria
ee54c98980d47edfd09c3647b1143aa3,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, o__Bacteroidales, o__Bacteroidales, o__Bacteroidales
2b2687fb6c0d7e33bf4074d71cd7e5d4,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__CAG-382, g__SFLA01, s__SFLA01 sp004553575
7dfc9d9bd03593e1a5f89f597bdbdd00,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__CAG-127, s__CAG-127 sp900319515
aeabe959e40e9efffa9ea45e6f1c9217,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__CAG-302, g__CAG-302
6c416e84ff6c369013ee7751f74b0d34,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__UBA644, g__UBA644, s__UBA644 sp002299265
d17f6a20bc0c6f3a5a7bf076668d3af0,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Alloprevotella, s__Alloprevotella timonensis
2e4f2b53b856c4def6d021d01f5abb70,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Dorea_A, s__Dorea_A longicatena
d76f889fe0a7dd4fd3c09b2be2231b5b,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__Borkfalkiaceae, g__UBA1259, g__UBA1259
bd3ca93875efa34bc556fa90b8011b3c,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, f__CAG-508, f__CAG-508
69762d2a4966ed93e7178d7e00992bf5,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__CAG-138, g__Aphodomorpha, s__Aphodomorpha intestinavium
29907b3ccc76b92d93e61bed8ddc85bd,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__Acholeplasmatales, f__Anaeroplasmataceae, g__CAG-307, g__CAG-307
a7af24e1191782ffc047e01cb4a9d598,d__Bacteria, p__Spirochaetota, c__Spirochaetia, o__Treponematales, f__Treponemataceae, g__Treponema_D, s__Treponema_D succinifaciens
8dcfdd3643e8a1b873a013d7c15804dd,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Dysosmobacter, g__Dysosmobacter
b138c9a36a224b72383d35262df56627,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Faecalibacterium, s__Faecalibacterium prausnitzii_C_71358
0ada47163f08a075a8825785f3886049,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__RF32, f__CAG-239, f__CAG-239, f__CAG-239
34068f9ceeff433c264b5ac80e8a9da1,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, g__Merdicola, g__Merdicola
5aad1b945dbb91c97158d61eba2abfc9,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Faecousia, s__Faecousia sp000434635
acc1316f1acc8764b699247ee96c3473,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, f__Oscillospiraceae_88309, f__Oscillospiraceae_88309
60390112be76883d985dfdd21ef9bba5,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__Borkfalkiaceae, g__UBA1259, g__UBA1259
3c43b7a6d49d3cc36927e32387081105,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Muribaculaceae, f__Muribaculaceae, f__Muribaculaceae
05c3028358a3549f81c31fa866cd95cf,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__14-2, s__14-2 sp001940225
ef310e938f16af0946151244805c3bb1,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Alloprevotella, s__Alloprevotella timonensis
5e330b01b74f0d3118a2e7717dc60d17,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__CAG-552, f__CAG-552, f__CAG-552
04645342dcaccc29b2078b063aec6f81,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, g__Prevotella
91985bf1b166a611266f60b49075dc0b,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__Ruminococcus_E, g__Ruminococcus_E
ec1fc4162ff23e24a6fe41ccadc43959,d__Bacteria, p__Cyanobacteria, c__Vampirovibrionia, o__Gastranaerophilales, f__Gastranaerophilaceae, f__Gastranaerophilaceae, f__Gastranaerophilaceae
1483f54c221c8eaacb0fa52731666089,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, f__UBA660, f__UBA660
8cfd56739deaa3b4433065a4d1a64c19,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella stercorea
ae5ec466cfd343ac00f2b7225fd2742a,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Faecousia, s__Faecousia sp000434635
5c8ab304c9598e43323adcc4607c798a,d__Bacteria, p__Actinobacteriota, c__Coriobacteriia, o__Coriobacteriales, f__Atopobiaceae, g__Lancefieldella, s__Lancefieldella rimae
3ad4aa0988cadf60734079129e8598a0,d__Bacteria, p__Desulfobacterota_I, c__Desulfovibrionia, o__Desulfovibrionales, f__Desulfovibrionaceae, g__Mailhella, s__Mailhella massiliensis
b24c2b788c9ccb97131d783aa3e6cb30,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RFN20, f__CAG-826, g__Enteromonas, s__Enteromonas sp002472275
dee632b7432fc9dd0f5077f1f879363f,d__Bacteria, p__Actinobacteriota, c__Actinomycetia, o__Mycobacteriales, f__Mycobacteriaceae, g__Corynebacterium, g__Corynebacterium
e92159c91aeb204e77ba7a625416173e,d__Bacteria, p__Spirochaetota, c__Spirochaetia, o__Treponematales, f__Treponemataceae, g__Treponema_D, s__Treponema_D succinifaciens
5a5ee17875a9a0fc00839db4ef1befee,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, f__UBA660, f__UBA660
6065f910723ae17faaa278963cb17d2f,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella stercorea
ef2b7e6e5b212919e313933427bb8566,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Anaerotignaceae, g__Anaerotignum_189163, g__Anaerotignum_189163
df9d0e11d03ec0d849deac5a00b55f1c,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__Borkfalkiaceae, f__Borkfalkiaceae, f__Borkfalkiaceae
5a012db839e8e03581a5779bcfb058e7,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, g__CAG-269, s__CAG-269 sp000431335
bbf05181187cd72dd323041c57ba73f9,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__ML615J-28, f__CAG-698, g__UBA2253, g__UBA2253
687ece4fb674de077dcddec13fa170e3,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, o__Bacteroidales, o__Bacteroidales, o__Bacteroidales
41a4c7e6cc5a80ba83637525e13a12e6,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, f__Ruminococcaceae, f__Ruminococcaceae
d1f7337cb8d1810d1ff2a76cbbb28655,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Anaerotruncus, g__Anaerotruncus
7cbf3cdd12e866e6710fdf98f34ebbe0,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__Borkfalkiaceae, g__Borkfalkia, g__Borkfalkia
8d285f20c373b48b4e80c0f84937935b,d__Bacteria, p__Verrucomicrobiota, c__Lentisphaeria, o__Victivallales, f__UBA1829, g__UBA1732, g__UBA1732
73d1d7d1e71fcfb839cf5d5b43ed6146,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Alloprevotella, s__Alloprevotella timonensis
12acef5e0eba782d45fe9f038a99bf7b,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Angelakisella, g__Angelakisella
b3257b4d7301af6d60f2f0772a53e68a,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__Christensenellaceae, f__Christensenellaceae, f__Christensenellaceae
7c8a3e0ce37fd677a3422329b06cee58,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella sp002251365
